#id,breed,group,group2,bioproject
SAMN15780080,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780078,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780077,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780076,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779617,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780074,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780073,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780071,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780068,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780067,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780066,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779809,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780127,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780125,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780122,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780121,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779647,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779833,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779581,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779725,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779724,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779721,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779720,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779719,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779718,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779717,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779580,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779715,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779714,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779712,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779711,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779710,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779709,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779579,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779704,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779703,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779832,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779591,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779829,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779828,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779826,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779825,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779824,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779823,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779822,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779820,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779818,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779816,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779812,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779811,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779589,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779810,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779808,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779804,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779803,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779801,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779800,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779901,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779898,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779897,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779896,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779895,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779893,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779892,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779891,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779890,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779887,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779885,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779884,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779883,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779596,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779882,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779881,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779880,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779875,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779873,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779870,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779664,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779660,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779659,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779658,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779657,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779652,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779651,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779649,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779868,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779867,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779866,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779864,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779862,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779861,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779858,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779857,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779856,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779593,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779851,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779849,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779848,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779847,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779845,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779843,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779842,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779837,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779836,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780064,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15780063,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779733,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779732,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779729,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779728,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779968,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN15779971,Holstein-Friesian x Jersey crosses,HolsteinRelated,Holstein-X-Jersey,PRJNA656361
SAMN12881817,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881802,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881794,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881718,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881712,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881711,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881686,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881681,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881680,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881665,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881664,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881663,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881661,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881660,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881659,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881654,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881489,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12883785,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881515,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881672,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881671,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881666,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881575,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881543,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881527,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12882162,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881849,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881848,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881847,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881846,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881845,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881841,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881840,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881839,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881526,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN12881822,Holstein Fresian or Angus,HolsteinRelated,HolsteinRelated,PRJNA575275
SAMN14593732,Holstein mix,HolsteinRelated,HolsteinRelated,PRJNA625124
SAMN10598555,Holstein x Hereford,HolsteinRelated,HolsteinRelated,PRJNA494431
SAMN10598554,Holstein x Hereford,HolsteinRelated,HolsteinRelated,PRJNA494431
SAMN10598551,Holstein x Hereford,HolsteinRelated,HolsteinRelated,PRJNA494431
SAMN10598552,Holstein x Hereford,HolsteinRelated,HolsteinRelated,PRJNA494431
SAMN10598553,Holstein x Hereford,HolsteinRelated,HolsteinRelated,PRJNA494431
SAMN10598575,Holstein x Hereford,HolsteinRelated,HolsteinRelated,PRJNA494431
SAMN10598572,Holstein x Hereford,HolsteinRelated,HolsteinRelated,PRJNA494431
SAMN10598571,Holstein x Hereford,HolsteinRelated,HolsteinRelated,PRJNA494431
SAMN10598550,Holstein x Hereford,HolsteinRelated,HolsteinRelated,PRJNA494431
SAMN17304970,Hostein,Holstein,Holstein,PRJNA691741
SAMN17304962,Hostein,Holstein,Holstein,PRJNA691741
SAMN17305020,Hostein,Holstein,Holstein,PRJNA691741
SAMN17305058,Hostein,Holstein,Holstein,PRJNA691741
SAMN17305057,Hostein,Holstein,Holstein,PRJNA691741
SAMN17304957,Hostein,Holstein,Holstein,PRJNA691741
SAMN17304934,Hostein,Holstein,Holstein,PRJNA691741
SAMN17305026,Hostein,Holstein,Holstein,PRJNA691741
SAMN17305023,Hostein,Holstein,Holstein,PRJNA691741
SAMN17304924,Hostein,Holstein,Holstein,PRJNA691741
SAMN17305022,Hostein,Holstein,Holstein,PRJNA691741
SAMN17305000,Hostein,Holstein,Holstein,PRJNA691741
SAMN17304925,Hostein,Holstein,Holstein,PRJNA691741
SAMN17305030,Hostein,Holstein,Holstein,PRJNA691741
SAMN17305056,Hostein,Holstein,Holstein,PRJNA691741
SAMN17304927,Hostein,Holstein,Holstein,PRJNA691741
SAMN19491946,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491892,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491891,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491890,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491889,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491888,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491883,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491882,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491881,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491880,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491841,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491840,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491835,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491903,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491902,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491887,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491886,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491885,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491884,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491839,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491876,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491875,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491874,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491873,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491871,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491870,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491869,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491868,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491867,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491866,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491865,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491864,Jersey,Jersey,Jersey,PRJNA431934
SAMN15779726,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779716,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779831,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779830,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779827,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779819,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779817,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779815,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779814,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779813,Jersey,Jersey,Jersey,PRJNA656361
SAMN19491834,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491837,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491833,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491895,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491894,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491893,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491863,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491879,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491878,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491877,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491872,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491901,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491900,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491899,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491898,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491897,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491896,Jersey,Jersey,Jersey,PRJNA431934
SAMN15779840,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779839,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780053,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780048,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780038,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780036,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779578,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779690,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779688,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779678,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779676,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779667,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779960,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779947,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779945,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779944,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779765,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779761,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779584,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779755,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779752,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779747,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779743,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779900,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779894,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779597,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779888,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779879,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779878,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779877,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779874,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779566,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779663,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779653,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779860,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779859,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779853,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779850,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779846,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779592,Jersey,Jersey,Jersey,PRJNA656361
SAMN19491952,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491951,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491950,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491948,Jersey,Jersey,Jersey,PRJNA431934
SAMN19491947,Jersey,Jersey,Jersey,PRJNA431934
SAMN15779620,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779798,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779786,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779783,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779778,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779771,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780032,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780026,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780023,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780020,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780019,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779610,Jersey,Jersey,Jersey,PRJNA656361
SAMN15780000,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779997,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779981,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779978,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779970,Jersey,Jersey,Jersey,PRJNA656361
SAMN15779731,Jersey,Jersey,Jersey,PRJNA656361
SAMN04978250,Jersey,Jersey,Jersey,PRJNA318089
SAMN04978251,Jersey,Jersey,Jersey,PRJNA318089
SAMN04978252,Jersey,Jersey,Jersey,PRJNA318089
SAMN04978253,Jersey,Jersey,Jersey,PRJNA318089
SAMN04978254,Jersey,Jersey,Jersey,PRJNA318089
SAMN04978255,Jersey,Jersey,Jersey,PRJNA318089
SAMN04978256,Jersey,Jersey,Jersey,PRJNA318089
SAMN04978257,Jersey,Jersey,Jersey,PRJNA318089
SAMN04978258,Jersey,Jersey,Jersey,PRJNA318089
SAMN04978259,Jersey,Jersey,Jersey,PRJNA318089
SAMN08612545,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612548,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612547,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612539,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612540,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612535,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612536,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612537,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612538,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612531,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612532,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612533,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612534,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612530,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612504,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612503,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612501,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612500,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612505,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612528,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612527,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612465,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612467,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612466,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612469,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612468,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612496,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612497,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612494,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612495,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612492,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612493,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612490,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612491,Jersey,Jersey,Jersey,PRJNA431934
SAMN08612498,Jersey,Jersey,Jersey,PRJNA431934
